city,zip,state
Bärenstein,09471,Sachsen
Bärenthal,78580,Baden-Württemberg
Bargenstedt,25704,Schleswig-Holstein
Bargfeld-Stegen,23863,Schleswig-Holstein
Bargischow,17398,Mecklenburg-Vorpommern
Bargstall,24806,Schleswig-Holstein
Bargstedt,21698,Niedersachsen
Bargstedt,24793,Schleswig-Holstein
Bargteheide,22941,Schleswig-Holstein
Bargum,25842,Schleswig-Holstein
Bark,23826,Schleswig-Holstein
Barkelsby,24360,Schleswig-Holstein
Barkenholm,25791,Schleswig-Holstein
Barkhagen,19395,Mecklenburg-Vorpommern
Barleben,39179,Sachsen-Anhalt
Barlt,25719,Schleswig-Holstein
Barmissen,24245,Schleswig-Holstein
Barmstedt,25355,Schleswig-Holstein
Bärnau,95671,Bayern
Barnekow,23968,Mecklenburg-Vorpommern
Barnin,19089,Mecklenburg-Vorpommern
Barnitz,23858,Schleswig-Holstein
Barnstädt,06268,Sachsen-Anhalt
Barnstedt,21406,Niedersachsen
Barnstorf,49406,Niedersachsen
Barntrup,32683,Nordrhein-Westfalen
Barsbek,24217,Schleswig-Holstein
Barsbüttel,22885,Schleswig-Holstein
Barsinghausen,30890,Niedersachsen
Barßel,26676,Niedersachsen
Bartenshagen-Parkentin,18209,Mecklenburg-Vorpommern
Barth,18356,Mecklenburg-Vorpommern
Bartholomä,73566,Baden-Württemberg
Bartow,17089,Mecklenburg-Vorpommern
Barum,29576,Niedersachsen
Barum,21357,Niedersachsen
Baruth/Mark,15837,Brandenburg
Barver,49453,Niedersachsen
Barwedel,38476,Niedersachsen
Barweiler,53534,Rheinland-Pfalz
Bärweiler,55606,Rheinland-Pfalz
Basberg,54578,Rheinland-Pfalz
Basdahl,27432,Niedersachsen
Basedow,17139,Mecklenburg-Vorpommern
Basedow,21483,Schleswig-Holstein
Bassenheim,56220,Rheinland-Pfalz
Bassum,27211,Niedersachsen
Bastheim,97654,Bayern
Basthorst,21493,Schleswig-Holstein
Bastorf,18230,Mecklenburg-Vorpommern
Battenberg,35088,Hessen
Battenberg (Pfalz),67271,Rheinland-Pfalz
Battweiler,66484,Rheinland-Pfalz
Baudenbach,91460,Bayern
Bauler,53534,Rheinland-Pfalz
Bauler,54673,Rheinland-Pfalz
Baumgarten,18246,Mecklenburg-Vorpommern
Baumgarten,18249,Mecklenburg-Vorpommern
Baumholder,55774,Rheinland-Pfalz
Baunach,96148,Bayern
Baunatal,34225,Hessen
Bausendorf,54538,Rheinland-Pfalz
Baustert,54636,Rheinland-Pfalz
Bautzen - Budyšin,02625,Sachsen
Bawinkel,49844,Niedersachsen
Bayerbach,94137,Bayern
Bayerbach b. Ergoldsbach,84092,Bayern
Bayerfeld-Steckweiler,67808,Rheinland-Pfalz
Bayerfeld-Steckweiler,67822,Rheinland-Pfalz
Bayerisch Eisenstein,94252,Bayern
Bayerisch Gmain,83457,Bayern
Bayreuth,95444,Bayern
Bayreuth,95445,Bayern
Bayreuth,95447,Bayern
Bayreuth,95448,Bayern
Bayrischzell,83735,Bayern
Bebensee,23816,Schleswig-Holstein
Bebra,36179,Hessen
Becheln,56132,Rheinland-Pfalz
Bechenheim,55234,Rheinland-Pfalz
Becherbach,67827,Rheinland-Pfalz
Becherbach bei Kirn,55608,Rheinland-Pfalz
Bechhofen,91572,Bayern
Bechhofen,66894,Rheinland-Pfalz
Bechstedt,07426,Thüringen
Bechtheim,67595,Rheinland-Pfalz
Bechtolsheim,55234,Rheinland-Pfalz
Bechtsrieth,92699,Bayern
Beckdorf,21643,Niedersachsen
Beckedorf,31699,Niedersachsen
Beckeln,27243,Niedersachsen
Beckingen,66701,Saarland
Beckum,59269,Nordrhein-Westfalen
Bedburg,50181,Nordrhein-Westfalen
Bedburg-Hau,47551,Nordrhein-Westfalen
Bedesbach,66885,Rheinland-Pfalz
Beedenbostel,29355,Niedersachsen
Beelen,48361,Nordrhein-Westfalen
Beelitz,14547,Brandenburg
Beendorf,39343,Sachsen-Anhalt
Beeskow,15848,Brandenburg
Beesten,49832,Niedersachsen
Beetzendorf,38489,Sachsen-Anhalt
Beetzsee,14778,Brandenburg
Beetzseeheide,14778,Brandenburg
Beggerow,17111,Mecklenburg-Vorpommern
Behlendorf,23919,Schleswig-Holstein
Behrendorf,25850,Schleswig-Holstein
Behrenhoff,17498,Mecklenburg-Vorpommern
Behren-Lübchin,17179,Mecklenburg-Vorpommern
Behrensdorf,24321,Schleswig-Holstein
Beidenfleth,25573,Schleswig-Holstein
Beiersdorf,02736,Sachsen
Beiersdorf-Freudenberg,16259,Brandenburg
Beierstedt,38382,Niedersachsen
Beilingen,54662,Rheinland-Pfalz
Beilngries,92339,Bayern
Beilrode,04886,Sachsen
Beilstein,71543,Baden-Württemberg
Beilstein,71717,Baden-Württemberg
Beilstein,56814,Rheinland-Pfalz
Beimerstetten,89179,Baden-Württemberg
Beindersheim,67259,Rheinland-Pfalz
Beinerstadt,98660,Thüringen
Beinhausen,54552,Rheinland-Pfalz
Bekdorf,25554,Schleswig-Holstein
Bekmünde,25524,Schleswig-Holstein
Bekond,54340,Rheinland-Pfalz
Belau,24601,Schleswig-Holstein
Beldorf,25557,Schleswig-Holstein
Beldorf,25767,Schleswig-Holstein
Belg,56858,Rheinland-Pfalz
Belgern-Schildau,04874,Sachsen
Belgern-Schildau,04889,Sachsen
Belgershain,04683,Sachsen
Belgweiler,55469,Rheinland-Pfalz
Bell,56745,Rheinland-Pfalz
Bellenberg,89287,Bayern
Bellheim,76756,Rheinland-Pfalz
Bell (Hunsrück),56288,Rheinland-Pfalz
Bellingen,56459,Rheinland-Pfalz
Bellstedt,99713,Thüringen
Belm,49191,Niedersachsen
Belrieth,98617,Thüringen
Belsch,19230,Mecklenburg-Vorpommern
Beltheim,56290,Rheinland-Pfalz
Belum,21785,Niedersachsen
Bempflingen,72658,Baden-Württemberg
Bendestorf,21227,Niedersachsen
Bendfeld,24217,Schleswig-Holstein
Bendorf,56170,Rheinland-Pfalz
Bendorf,25557,Schleswig-Holstein
Benediktbeuern,83671,Bayern
Bengel,54538,Rheinland-Pfalz
Bengerstorf,19258,Mecklenburg-Vorpommern
Benitz,18258,Mecklenburg-Vorpommern
Benndorf,06308,Sachsen-Anhalt
Bennewitz,04828,Sachsen
Bennhausen,67808,Rheinland-Pfalz
Benningen,87734,Bayern
Benningen am Neckar,71726,Baden-Württemberg
Bensdorf,14789,Brandenburg
Bensheim,64625,Hessen
Bentwisch,18182,Mecklenburg-Vorpommern
Bentzin,17129,Mecklenburg-Vorpommern
Benz,17429,Mecklenburg-Vorpommern
Benz,23970,Mecklenburg-Vorpommern
Benzweiler,55494,Rheinland-Pfalz
Beratzhausen,93176,Bayern
Berching,92334,Bayern
Berchtesgaden,83471,Bayern
Bereborn,56769,Rheinland-Pfalz
Berenbach,56766,Rheinland-Pfalz
Berg,56357,Rheinland-Pfalz
Berg,82335,Bayern
Berg,95180,Bayern
Berg,53505,Rheinland-Pfalz
Berg,88276,Baden-Württemberg
Berga,06536,Sachsen-Anhalt
Berga/Elster,07980,Thüringen
Bergatreute,88368,Baden-Württemberg
Berg b.Neumarkt i.d.OPf.,92348,Bayern
Berge,19348,Brandenburg
Berge,49626,Niedersachsen
Bergen,08239,Sachsen
Bergen,83346,Bayern
Bergen,91790,Bayern
Bergen,55608,Rheinland-Pfalz
Bergen,29303,Niedersachsen
Bergen an der Dumme,29468,Niedersachsen
Bergen auf Rügen,18528,Mecklenburg-Vorpommern
Bergenhausen,55469,Rheinland-Pfalz
Bergenhusen,24861,Schleswig-Holstein
Bergewöhrden,25779,Schleswig-Holstein
Bergfeld,38467,Niedersachsen
Berghaupten,77791,Baden-Württemberg
Berghausen,56368,Rheinland-Pfalz
Bergheim,50126,Nordrhein-Westfalen
Bergheim,50127,Nordrhein-Westfalen
Bergheim,50129,Nordrhein-Westfalen
Bergheim,86673,Bayern
Bergholz,17321,Mecklenburg-Vorpommern
Berghülen,89180,Baden-Württemberg
Berg im Gau,86562,Bayern
Bergisch Gladbach,51427,Nordrhein-Westfalen
Bergisch Gladbach,51429,Nordrhein-Westfalen
Bergisch Gladbach,51465,Nordrhein-Westfalen
Bergisch Gladbach,51467,Nordrhein-Westfalen
Bergisch Gladbach,51469,Nordrhein-Westfalen
Bergkamen,59192,Nordrhein-Westfalen
Bergkirchen,85232,Bayern
Berglangenbach,55776,Rheinland-Pfalz
Berglen,73663,Baden-Württemberg
Berglern,85459,Bayern
Berglicht,54426,Rheinland-Pfalz
Bergneustadt,51702,Nordrhein-Westfalen
Berg (Pfalz),76768,Rheinland-Pfalz
Bergrheinfeld,97493,Bayern
Bergtheim,97241,Bayern
Bergweiler,54518,Rheinland-Pfalz
Beringstedt,25575,Schleswig-Holstein
Berkatal,37297,Hessen
Berka vor dem Hainich,99826,Thüringen
Berkenbrück,15518,Brandenburg
Berkenthin,23919,Schleswig-Holstein
Berkheim,88450,Baden-Württemberg
Berkholz-Meyenburg,16306,Brandenburg
Berkoth,54673,Rheinland-Pfalz
Berlin,10115,Berlin
Berlin,10117,Berlin
Berlin,10119,Berlin
Berlin,10178,Berlin
Berlin,10179,Berlin
Berlin,10243,Berlin
Berlin,10245,Berlin
Berlin,10247,Berlin
Berlin,10249,Berlin
Berlin,10315,Berlin
Berlin,10317,Berlin
Berlin,10318,Berlin
Berlin,10319,Berlin
Berlin,10365,Berlin
Berlin,10367,Berlin
Berlin,10369,Berlin
Berlin,10405,Berlin
Berlin,10407,Berlin
Berlin,10409,Berlin
Berlin,10435,Berlin
Berlin,10437,Berlin
Berlin,10439,Berlin
Berlin,10551,Berlin
Berlin,10553,Berlin
Berlin,10555,Berlin
Berlin,10557,Berlin
Berlin,10559,Berlin
Berlin,10585,Berlin
Berlin,10587,Berlin
Berlin,10589,Berlin
Berlin,10623,Berlin
Berlin,10625,Berlin
Berlin,10627,Berlin
Berlin,10629,Berlin
Berlin,10707,Berlin
Berlin,10709,Berlin
Berlin,10711,Berlin
Berlin,10713,Berlin
Berlin,10715,Berlin
Berlin,10717,Berlin
Berlin,10719,Berlin
Berlin,10777,Berlin
Berlin,10779,Berlin
Berlin,10781,Berlin
Berlin,10783,Berlin
Berlin,10785,Berlin
Berlin,10787,Berlin
Berlin,10789,Berlin
Berlin,10823,Berlin
Berlin,10825,Berlin
Berlin,10827,Berlin
Berlin,10829,Berlin
Berlin,10961,Berlin
Berlin,10963,Berlin
Berlin,10965,Berlin
Berlin,10967,Berlin
Berlin,10969,Berlin
Berlin,10997,Berlin
Berlin,10999,Berlin
Berlin,12043,Berlin
Berlin,12045,Berlin
Berlin,12047,Berlin
Berlin,12049,Berlin
Berlin,12051,Berlin
Berlin,12053,Berlin
Berlin,12055,Berlin
Berlin,12057,Berlin
Berlin,12059,Berlin
Berlin,12099,Berlin
Berlin,12101,Berlin
Berlin,12103,Berlin
Berlin,12105,Berlin
Berlin,12107,Berlin
Berlin,12109,Berlin
Berlin,12157,Berlin
Berlin,12159,Berlin
Berlin,12161,Berlin
Berlin,12163,Berlin
Berlin,12165,Berlin
Berlin,12167,Berlin
Berlin,12169,Berlin
Berlin,12203,Berlin
Berlin,12205,Berlin
Berlin,12207,Berlin
Berlin,12209,Berlin
Berlin,12247,Berlin
Berlin,12249,Berlin
Berlin,12277,Berlin
Berlin,12279,Berlin
Berlin,12305,Berlin
Berlin,12307,Berlin
Berlin,12309,Berlin
Berlin,12347,Berlin
Berlin,12349,Berlin
Berlin,12351,Berlin
Berlin,12353,Berlin
Berlin,12355,Berlin
Berlin,12357,Berlin
Berlin,12359,Berlin
Berlin,12435,Berlin
Berlin,12437,Berlin
Berlin,12439,Berlin
Berlin,12459,Berlin
Berlin,12487,Berlin
Berlin,12489,Berlin
Berlin,12524,Berlin
Berlin,12526,Berlin
Berlin,12527,Berlin
Berlin,12555,Berlin
Berlin,12557,Berlin
Berlin,12559,Berlin
Berlin,12587,Berlin
Berlin,12589,Berlin
Berlin,12619,Berlin
Berlin,12621,Berlin
Berlin,12623,Berlin
Berlin,12627,Berlin
Berlin,12629,Berlin
Berlin,12679,Berlin
Berlin,12681,Berlin
Berlin,12683,Berlin
Berlin,12685,Berlin
Berlin,12687,Berlin
Berlin,12689,Berlin
Berlin,13051,Berlin
Berlin,13053,Berlin
Berlin,13055,Berlin
Berlin,13057,Berlin
Berlin,13059,Berlin
Berlin,13086,Berlin
Berlin,13088,Berlin
Berlin,13089,Berlin
Berlin,13125,Berlin
Berlin,13127,Berlin
Berlin,13129,Berlin
Berlin,13156,Berlin
Berlin,13158,Berlin
Berlin,13159,Berlin
Berlin,13187,Berlin
Berlin,13189,Berlin
Berlin,13347,Berlin
Berlin,13349,Berlin
Berlin,13351,Berlin
Berlin,13353,Berlin
Berlin,13355,Berlin
Berlin,13357,Berlin
Berlin,13359,Berlin
Berlin,13403,Berlin
Berlin,13405,Berlin
Berlin,13407,Berlin
Berlin,13409,Berlin
Berlin,13435,Berlin
Berlin,13437,Berlin
Berlin,13439,Berlin
Berlin,13465,Berlin
Berlin,13467,Berlin
Berlin,13469,Berlin
Berlin,13503,Berlin
Berlin,13505,Berlin
Berlin,13507,Berlin
Berlin,13509,Berlin
Berlin,13581,Berlin
Berlin,13583,Berlin
Berlin,13585,Berlin
Berlin,13587,Berlin
Berlin,13589,Berlin
Berlin,13591,Berlin
Berlin,13593,Berlin
Berlin,13595,Berlin
Berlin,13597,Berlin
Berlin,13599,Berlin
Berlin,13627,Berlin
Berlin,13629,Berlin
Berlin,14050,Berlin
Berlin,14052,Berlin
Berlin,14053,Berlin
Berlin,14055,Berlin
Berlin,14057,Berlin
Berlin,14059,Berlin
Berlin,14089,Berlin
Berlin,14109,Berlin
Berlin,14129,Berlin
Berlin,14163,Berlin
Berlin,14165,Berlin
Berlin,14167,Berlin
Berlin,14169,Berlin
Berlin,14193,Berlin
Berlin,14195,Berlin
Berlin,14197,Berlin
Berlin,14199,Berlin
Berlingen,54570,Rheinland-Pfalz
Berlingerode,37339,Thüringen
Bermatingen,88697,Baden-Württemberg
Bermel,56729,Rheinland-Pfalz
Bermersheim,67593,Rheinland-Pfalz
Bermersheim vor der Höhe,55234,Rheinland-Pfalz
Bernau,16321,Brandenburg
Bernau am Chiemsee,83233,Bayern
Bernau im Schwarzwald,79872,Baden-Württemberg
Bernbeuren,86975,Bayern
Bernburg,06406,Sachsen-Anhalt
Berndorf,54578,Rheinland-Pfalz
Berndroth,56370,Rheinland-Pfalz
Berne,27804,Niedersachsen
Berngau,92361,Bayern
Bernhardswald,93170,Bayern
Bernitt,18246,Mecklenburg-Vorpommern
Bernitt,18249,Mecklenburg-Vorpommern
Bernkastel-Kues,54470,Rheinland-Pfalz
Bernkastel-Kues,54492,Rheinland-Pfalz
Bernried,94505,Bayern
Bernried am Starnberger See,82347,Bayern
Bernsdorf,09337,Sachsen
Bernsdorf,02994,Sachsen
Bernstadt,89182,Baden-Württemberg
Bernstadt auf dem Eigen,02748,Sachsen
Bernstorf,23936,Mecklenburg-Vorpommern
Berod bei Hachenburg,57614,Rheinland-Pfalz
Berod bei Wallmerod,56414,Rheinland-Pfalz
Berscheid,54673,Rheinland-Pfalz
Berschweiler bei Baumholder,55777,Rheinland-Pfalz
Berschweiler bei Kirn,55608,Rheinland-Pfalz
Bersenbrück,49593,Niedersachsen
Bersteland,15910,Brandenburg
Bertsdorf-Hörnitz,02763,Sachsen
Berumbur,26524,Niedersachsen
Berzhahn,56459,Rheinland-Pfalz
Berzhausen,57632,Rheinland-Pfalz
Bescheid,54413,Rheinland-Pfalz
Beschendorf,23738,Schleswig-Holstein
Besdorf,25584,Schleswig-Holstein
Beselich,65614,Hessen
Besenthal,23899,Schleswig-Holstein
Beseritz,17039,Mecklenburg-Vorpommern
Besigheim,74354,Baden-Württemberg
Besitz,19258,Mecklenburg-Vorpommern
Bessenbach,63856,Bayern
Bestensee,15741,Brandenburg
Bestwig,59909,Nordrhein-Westfalen
Bethenhausen,07554,Thüringen
Betteldorf,54570,Rheinland-Pfalz
Bettendorf,56355,Rheinland-Pfalz
Bettenfeld,54533,Rheinland-Pfalz
Bettingen,54646,Rheinland-Pfalz
Betzdorf,57518,Rheinland-Pfalz
Betzendorf,21386,Niedersachsen
Betzenstein,91282,Bayern
Betzenweiler,88422,Baden-Württemberg
Betzigau,87488,Bayern
Beulich,56283,Rheinland-Pfalz
Beuren,56825,Rheinland-Pfalz
Beuren,72660,Baden-Württemberg
Beuren (Hochwald),54413,Rheinland-Pfalz
Beuron,88631,Baden-Württemberg
Beutelsbach,94501,Bayern
Bevern,25355,Schleswig-Holstein
Bevern,37639,Niedersachsen
Beverstedt,27616,Niedersachsen
Beverungen,37688,Nordrhein-Westfalen
Bexbach,66450,Saarland
Biberach,77781,Baden-Württemberg
Biberach an der Riß,88400,Baden-Württemberg
Biberbach,86485,Bayern
Bibertal,89346,Bayern
Biblis,68647,Hessen
Bibow,19417,Mecklenburg-Vorpommern
Bibra,07768,Thüringen
Biburg,93354,Bayern
Bichl,83673,Bayern
Bickenbach,64404,Hessen
Bickenbach,56291,Rheinland-Pfalz
Bickendorf,54636,Rheinland-Pfalz
Bidingen,87651,Bayern
Biebelnheim,55234,Rheinland-Pfalz
Biebelried,97318,Bayern
Biebelsheim,55546,Rheinland-Pfalz
Bieberehren,97243,Bayern
Biebergemünd,63599,Hessen
Biebern,55471,Rheinland-Pfalz
Biebertal,35444,Hessen
Biebesheim,64584,Hessen
Biebrich,56370,Rheinland-Pfalz
Biedenkopf,35216,Hessen
Biederbach,79215,Baden-Württemberg
Biederitz,39175,Sachsen-Anhalt
Biedershausen,66917,Rheinland-Pfalz
Biedesheim,67308,Rheinland-Pfalz
Bielefeld,33602,Nordrhein-Westfalen
Bielefeld,33604,Nordrhein-Westfalen
Bielefeld,33605,Nordrhein-Westfalen
Bielefeld,33607,Nordrhein-Westfalen
Bielefeld,33609,Nordrhein-Westfalen
Bielefeld,33611,Nordrhein-Westfalen
Bielefeld,33613,Nordrhein-Westfalen
Bielefeld,33615,Nordrhein-Westfalen
Bielefeld,33617,Nordrhein-Westfalen
Bielefeld,33619,Nordrhein-Westfalen
Bielefeld,33647,Nordrhein-Westfalen
Bielefeld,33649,Nordrhein-Westfalen
Bielefeld,33659,Nordrhein-Westfalen
Bielefeld,33689,Nordrhein-Westfalen
Bielefeld,33699,Nordrhein-Westfalen
Bielefeld,33719,Nordrhein-Westfalen
Bielefeld,33729,Nordrhein-Westfalen
Bielefeld,33739,Nordrhein-Westfalen
Biendorf,18230,Mecklenburg-Vorpommern
Bienenbüttel,29553,Niedersachsen
Bienstädt,99100,Thüringen
Biersdorf am See,54636,Rheinland-Pfalz
Biesdorf,54675,Rheinland-Pfalz
Biesenthal,16359,Brandenburg
Biessenhofen,87640,Bayern
Bietigheim,76467,Baden-Württemberg
Bietigheim-Bissingen,74321,Baden-Württemberg
Bilkheim,56414,Rheinland-Pfalz
Billerbeck,48727,Nordrhein-Westfalen
Billigheim,74842,Baden-Württemberg
Billigheim-Ingenheim,76831,Rheinland-Pfalz
Bilsen,25485,Schleswig-Holstein
Bilshausen,37434,Niedersachsen
Bimöhlen,24576,Schleswig-Holstein
Binau,74862,Baden-Württemberg
Bindlach,95463,Bayern
Bingen,72511,Baden-Württemberg
Bingen am Rhein,55411,Rheinland-Pfalz
Binnen,31619,Niedersachsen
Binningen,56754,Rheinland-Pfalz
Binsfeld,54518,Rheinland-Pfalz
Binswangen,86637,Bayern
Binz,18609,Mecklenburg-Vorpommern
Binzen,79589,Baden-Württemberg
Bippen,49626,Niedersachsen
Birenbach,73102,Baden-Württemberg
Birgel,54587,Rheinland-Pfalz
Birgland,92262,Bayern
Birkenau,69488,Hessen
Birkenbeul,57589,Rheinland-Pfalz
Birkenfeld,75217,Baden-Württemberg
Birkenfeld,97834,Bayern
Birkenfeld,55765,Rheinland-Pfalz
Birkenfelde,37318,Thüringen
Birkenheide,67134,Rheinland-Pfalz
Birken-Honigsessen,57587,Rheinland-Pfalz
Birkenhördt,76889,Rheinland-Pfalz
Birkenwerder,16547,Brandenburg
Birkheim,56291,Rheinland-Pfalz
Birkweiler,76831,Rheinland-Pfalz
Birlenbach,65626,Rheinland-Pfalz
Birnbach,57612,Rheinland-Pfalz
Birresborn,54574,Rheinland-Pfalz
Birstein,63633,Hessen
Birtlingen,54634,Rheinland-Pfalz
Birx,98634,Thüringen
Bischberg,96120,Bayern
Bischbrunn,97836,Bayern
Bischbrunn,97852,Bayern
Bischheim,67294,Rheinland-Pfalz
Bischoffen,35649,Hessen
Bischofrod,98553,Thüringen
Bischofroda,99826,Thüringen
Bischofsgrün,95493,Bayern
Bischofsheim,65474,Hessen
Bischofsheim i.d.Rhön,97653,Bayern
Bischofsmais,94253,Bayern
Bischofswerda,01877,Sachsen
Bischofswiesen,83483,Bayern
Bischweier,76476,Baden-Württemberg
Bisingen,72406,Baden-Württemberg
Bismark (Altmark),39628,Sachsen-Anhalt
Bismark (Altmark),39629,Sachsen-Anhalt
Bispingen,29646,Niedersachsen
Bissee,24582,Schleswig-Holstein
Bissendorf,49143,Niedersachsen
Bissersheim,67281,Rheinland-Pfalz
Bissingen,86657,Bayern
Bissingen an der Teck,73266,Baden-Württemberg
Bisterschied,67806,Rheinland-Pfalz
Bitburg,54634,Rheinland-Pfalz
Bitterfeld-Wolfen,06749,Sachsen-Anhalt
Bitterfeld-Wolfen,06766,Sachsen-Anhalt
Bitterfeld-Wolfen,06803,Sachsen-Anhalt
Bitterfeld-Wolfen,06808,Sachsen-Anhalt
Bitz,72475,Baden-Württemberg
Bitzen,57539,Rheinland-Pfalz
Blaibach,93476,Bayern
Blaichach,87544,Bayern
Blankenbach,63825,Bayern
Blankenberg,19412,Mecklenburg-Vorpommern
Blankenburg,06502,Sachsen-Anhalt
Blankenburg,38889,Sachsen-Anhalt
Blankenburg,38895,Sachsen-Anhalt
Blankenburg,99955,Thüringen
Blankenfelde-Mahlow,15827,Brandenburg
Blankenfelde-Mahlow,15831,Brandenburg
Blankenhagen,18182,Mecklenburg-Vorpommern
Blankenhain,99444,Thüringen
Blankenheim,53945,Nordrhein-Westfalen
Blankenheim,06528,Sachsen-Anhalt
Blankenhof,17039,Mecklenburg-Vorpommern
Blankenrath,56865,Rheinland-Pfalz
Blankensee,17322,Mecklenburg-Vorpommern
Blankensee,17237,Mecklenburg-Vorpommern
Blaubach,66869,Rheinland-Pfalz
Blaubeuren,89143,Baden-Württemberg
Blaufelden,74572,Baden-Württemberg
Blaustein,89134,Baden-Württemberg
Bleckede,19273,Niedersachsen
Bleckede,21354,Niedersachsen
Bleckhausen,54570,Rheinland-Pfalz
Bleialf,54608,Rheinland-Pfalz
Bleicherode,99752,Thüringen
Blekendorf,24327,Schleswig-Holstein
Blender,27337,Niedersachsen
Blesewitz,17392,Mecklenburg-Vorpommern
Bleyen-Genschmar,15328,Brandenburg
Bliedersdorf,21640,Niedersachsen
Bliesdorf,16269,Brandenburg
Blieskastel,66440,Saarland
Bliestorf,23847,Schleswig-Holstein
Blievenstorf,19306,Mecklenburg-Vorpommern
Blindheim,89434,Bayern
Blomberg,32825,Nordrhein-Westfalen
Blomberg,26487,Niedersachsen
Blomesche Wildnis,25348,Schleswig-Holstein
Blowatz,23974,Mecklenburg-Vorpommern
Blumberg,78176,Baden-Württemberg
Blumenholz,17237,Mecklenburg-Vorpommern
Blumenthal,24241,Schleswig-Holstein
Blunk,23813,Schleswig-Holstein
Bobeck,07646,Thüringen
Bobenheim am Berg,67273,Rheinland-Pfalz
Bobenheim-Roxheim,67240,Rheinland-Pfalz
Bobenthal,76891,Rheinland-Pfalz
Böbing,82389,Bayern
Bobingen,86399,Bayern
Böbingen,67482,Rheinland-Pfalz
Böbingen an der Rems,73560,Baden-Württemberg
Bobitz,23966,Mecklenburg-Vorpommern
Bobitz,23996,Mecklenburg-Vorpommern
Böblingen,71032,Baden-Württemberg
Böblingen,71034,Baden-Württemberg
Böbrach,94255,Bayern
Bobritzsch-Hilbersdorf,09627,Sachsen
Bobzin,19230,Mecklenburg-Vorpommern
Böchingen,76833,Rheinland-Pfalz
Bocholt,46395,Nordrhein-Westfalen
Bocholt,46397,Nordrhein-Westfalen
Bocholt,46399,Nordrhein-Westfalen
Bochum,44787,Nordrhein-Westfalen
Bochum,44789,Nordrhein-Westfalen
Bochum,44791,Nordrhein-Westfalen
Bochum,44793,Nordrhein-Westfalen
Bochum,44795,Nordrhein-Westfalen
Bochum,44797,Nordrhein-Westfalen
Bochum,44799,Nordrhein-Westfalen
Bochum,44801,Nordrhein-Westfalen
Bochum,44803,Nordrhein-Westfalen
Bochum,44805,Nordrhein-Westfalen
Bochum,44807,Nordrhein-Westfalen
Bochum,44809,Nordrhein-Westfalen
Bochum,44866,Nordrhein-Westfalen
Bochum,44867,Nordrhein-Westfalen
Bochum,44869,Nordrhein-Westfalen
Bochum,44879,Nordrhein-Westfalen
Bochum,44892,Nordrhein-Westfalen
Bochum,44894,Nordrhein-Westfalen
Bocka,07589,Thüringen
Bockau,08324,Sachsen
Bockenau,55595,Rheinland-Pfalz
Bockenem,31167,Niedersachsen
Bockenheim an der Weinstraße,67278,Rheinland-Pfalz
Bockhorn,85461,Bayern
Bockhorn,26345,Niedersachsen
Bockhorst,26897,Niedersachsen
Bodelshausen,72411,Baden-Württemberg
Bodelwitz,07381,Thüringen
Boden,56412,Rheinland-Pfalz
Bodenbach,53539,Rheinland-Pfalz
Bodenfelde,37194,Niedersachsen
Bodenheim,55294,Rheinland-Pfalz
Bodenkirchen,84155,Bayern
Bodenmais,94249,Bayern
Bodenrode-Westhausen,37308,Thüringen
Bodensee,37434,Niedersachsen
Bodenwerder,37619,Niedersachsen
Bodenwöhr,92439,Bayern
Bodman-Ludwigshafen,78351,Baden-Württemberg
Bodnegg,88285,Baden-Württemberg
Bodolz,88131,Bayern
Böel,24401,Schleswig-Holstein
Böel,24405,Schleswig-Holstein
Böel,24891,Schleswig-Holstein
Boffzen,37691,Niedersachsen
Bogel,56357,Rheinland-Pfalz
Bogen,94327,Bayern
Böhen,87736,Bayern
Böhlen,04564,Sachsen
Böhl-Iggelheim,67459,Rheinland-Pfalz
Böhme,29693,Niedersachsen
Böhmenkirch,89558,Baden-Württemberg
Böhmfeld,85113,Bayern
Bohmstedt,25853,Schleswig-Holstein
Bohmte,49163,Niedersachsen
Böhnhusen,24220,Schleswig-Holstein
Boiensdorf,23974,Mecklenburg-Vorpommern
Boitze,21368,Niedersachsen
Boitzenburger Land,17268,Brandenburg
Boizenburg/Elbe,19258,Mecklenburg-Vorpommern
Bokel,25364,Schleswig-Holstein
Bokel,24802,Schleswig-Holstein
Bokelrehm,25596,Schleswig-Holstein
Bokensdorf,38556,Niedersachsen
Bokholt-Hanredder,25335,Schleswig-Holstein
Bokhorst,25560,Schleswig-Holstein
Bokhorst,25572,Schleswig-Holstein
Böklund,24860,Schleswig-Holstein
Boksee,24220,Schleswig-Holstein
Bolanden,67295,Rheinland-Pfalz
Boldekow,17392,Mecklenburg-Vorpommern
Böllen,79677,Baden-Württemberg
Bollenbach,55624,Rheinland-Pfalz
Böllenborn,76887,Rheinland-Pfalz
Bollendorf,54669,Rheinland-Pfalz
Bollewick,17207,Mecklenburg-Vorpommern
Bollingstedt,24855,Schleswig-Holstein
Bollschweil,79283,Baden-Württemberg
Bölsberg,57648,Rheinland-Pfalz
Bolsterlang,87538,Bayern
Boltenhagen,23946,Mecklenburg-Vorpommern
Boms,88361,Baden-Württemberg
Bondelum,25850,Schleswig-Holstein
Bondorf,71149,Baden-Württemberg
Bönebüttel,24620,Schleswig-Holstein
Bonefeld,56579,Rheinland-Pfalz
Bönen,59199,Nordrhein-Westfalen
Bonerath,54316,Rheinland-Pfalz
Bongard,53539,Rheinland-Pfalz
